ENSEMBL1,ENSEMBL2,SYMBOL
ENST00000568044.1,ENSG00000205456.11,TP53TG3D
ENST00000564810.1,ENSG00000205456.11,TP53TG3D
ENST00000567978.1,ENSG00000205456.11,TP53TG3D
ENST00000566232.1,ENSG00000260402.1,AC133485.2
ENST00000568730.1,ENSG00000260402.1,AC133485.2
ENST00000565277.2,ENSG00000259822.2,AC140878.1
ENST00000568567.1,ENSG00000261127.2,AC133548.2
ENST00000562267.2,ENSG00000261127.2,AC133548.2
ENST00000562853.2,ENSG00000260516.2,AC133548.1
ENST00000565577.2,ENSG00000260327.2,ACTR3BP3
ENST00000562908.2,ENSG00000260866.2,AC138915.2
ENST00000565427.2,ENSG00000260307.2,PABPC1P13
ENST00000565549.1,ENSG00000261541.1,AC138915.3
ENST00000569776.2,ENSG00000260662.2,AC138915.1
ENST00000562927.2,ENSG00000261233.2,ABCD1P3
ENST00000562976.6,ENSG00000259966.6,AC137800.1
ENST00000562098.2,ENSG00000259966.6,AC137800.1
ENST00000566952.1,ENSG00000259966.6,AC137800.1
ENST00000574375.2,ENSG00000262187.2,AC137800.2
ENST00000564327.1,ENSG00000261111.1,AC133569.1
ENST00000568972.5,ENSG00000261569.5,AC138907.7
ENST00000565347.1,ENSG00000261569.5,AC138907.7
ENST00000561744.1,ENSG00000261263.2,AC138907.5
ENST00000569484.1,ENSG00000261263.2,AC138907.5
ENST00000570183.1,ENSG00000260311.1,AC138907.1
ENST00000570084.1,ENSG00000260311.1,AC138907.1
ENST00000565622.5,ENSG00000183632.14,TP53TG3
ENST00000398682.4,ENSG00000183632.14,TP53TG3
ENST00000563102.1,ENSG00000183632.14,TP53TG3
ENST00000569420.1,ENSG00000183632.14,TP53TG3
ENST00000563658.5,ENSG00000183632.14,TP53TG3
ENST00000568854.1,ENSG00000183632.14,TP53TG3
ENST00000562021.1,ENSG00000183632.14,TP53TG3
ENST00000564154.1,ENSG00000183632.14,TP53TG3
ENST00000563937.1,ENSG00000260974.1,AC138907.3
ENST00000568401.1,ENSG00000261391.1,AC138907.6
ENST00000569060.1,ENSG00000260864.1,ABHD17AP7
ENST00000561479.1,ENSG00000260845.1,AC138907.2
ENST00000570107.2,ENSG00000261108.2,AC138907.4
ENST00000569697.5,ENSG00000260644.6,HERC2P5
ENST00000562687.6,ENSG00000260644.6,HERC2P5
ENST00000569679.1,ENSG00000260644.6,HERC2P5
ENST00000564458.1,ENSG00000260644.6,HERC2P5
ENST00000623981.1,ENSG00000278950.1,AC138907.8
ENST00000623747.1,ENSG00000279780.1,AC138907.9
ENST00000623708.1,ENSG00000279795.1,AC138907.10
ENST00000569859.1,ENSG00000260158.1,AC137761.1
ENST00000561729.1,ENSG00000261719.1,AC137761.2
ENST00000569753.1,ENSG00000259934.1,AC142086.2
ENST00000567458.2,ENSG00000259303.5,IGHV2OR16-5
ENST00000563143.2,ENSG00000260047.2,BCAP31P2
ENST00000330048.9,ENSG00000214617.9,SLC6A10P
ENST00000431994.5,ENSG00000214617.9,SLC6A10P
ENST00000561837.1,ENSG00000214617.9,SLC6A10P
ENST00000566260.1,ENSG00000214614.2,AC142086.1
ENST00000398669.2,ENSG00000214614.2,AC142086.1
ENST00000562241.1,ENSG00000214614.2,AC142086.1
ENST00000565463.2,ENSG00000261834.2,IGHV3OR16-15
ENST00000568775.2,ENSG00000270864.1,IGHV3OR16-6
ENST00000621154.1,ENSG00000277304.1,AC142086.6
ENST00000563896.1,ENSG00000260610.1,AC142086.3
ENST00000567619.1,ENSG00000261259.1,AC142086.5
ENST00000562500.1,ENSG00000261259.1,AC142086.5
ENST00000564937.2,ENSG00000259852.2,IGHV1OR16-2
ENST00000425181.3,ENSG00000233732.5,IGHV3OR16-10
ENST00000568904.1,ENSG00000260921.1,AC142086.4
ENST00000566350.2,ENSG00000259997.2,IGHV1OR16-4
ENST00000565407.2,ENSG00000271130.1,IGHV3OR16-8
ENST00000561541.1,ENSG00000260141.1,AC145350.2
ENST00000564165.1,ENSG00000260141.1,AC145350.2
ENST00000569033.1,ENSG00000260900.1,AC145350.3
ENST00000564795.1,ENSG00000261599.6,HERC2P8
ENST00000564334.6,ENSG00000261599.6,HERC2P8
ENST00000562229.1,ENSG00000261599.6,HERC2P8
ENST00000567073.2,ENSG00000261599.6,HERC2P8
ENST00000562827.1,ENSG00000261682.1,AC145350.4
ENST00000567426.1,ENSG00000259800.1,AC145350.1
ENST00000561925.2,ENSG00000261536.2,ABHD17AP9
ENST00000568623.1,ENSG00000260414.1,AC138869.1
ENST00000569850.1,ENSG00000260419.1,AC138869.2
ENST00000561509.2,ENSG00000205457.11,TP53TG3C
ENST00000569719.5,ENSG00000205457.11,TP53TG3C
ENST00000360260.6,ENSG00000205457.11,TP53TG3C
ENST00000567137.1,ENSG00000205457.11,TP53TG3C
ENST00000566959.1,ENSG00000205457.11,TP53TG3C
ENST00000562714.1,ENSG00000205457.11,TP53TG3C
ENST00000564949.1,ENSG00000205457.11,TP53TG3C
ENST00000563960.1,ENSG00000260827.1,AC138869.3
ENST00000565847.1,ENSG00000260827.1,AC138869.3
ENST00000569199.1,ENSG00000261507.1,AC141257.2
ENST00000623491.1,ENSG00000275034.2,TP53TG3E
ENST00000611321.1,ENSG00000275034.2,TP53TG3E
ENST00000572906.2,ENSG00000282973.1,AC141257.3
ENST00000341305.6,ENSG00000261509.6,TP53TG3B
ENST00000567724.5,ENSG00000261509.6,TP53TG3B
ENST00000569741.1,ENSG00000261509.6,TP53TG3B
ENST00000563564.1,ENSG00000261509.6,TP53TG3B
ENST00000563809.1,ENSG00000261509.6,TP53TG3B
ENST00000565415.1,ENSG00000261009.1,AC141257.1
ENST00000570288.1,ENSG00000261009.1,AC141257.1
ENST00000634557.1,ENSG00000283110.1,AC141257.4
ENST00000623042.1,ENSG00000278848.2,TP53TG3F
ENST00000617705.1,ENSG00000278848.2,TP53TG3F
ENST00000634818.1,ENSG00000282927.1,AC136944.6
ENST00000573021.1,ENSG00000262090.1,AC136944.5
ENST00000567464.1,ENSG00000260626.1,AC136944.1
ENST00000568752.1,ENSG00000261200.1,AC136944.2
ENST00000568893.1,ENSG00000261466.2,AC136944.4
ENST00000568520.1,ENSG00000261405.2,AC136944.3
ENST00000567422.1,ENSG00000261405.2,AC136944.3
ENST00000566346.2,ENSG00000259882.2,AC142384.1
ENST00000567036.1,ENSG00000260518.2,BMS1P8
ENST00000565049.1,ENSG00000260518.2,BMS1P8
ENST00000648463.1,ENSG00000260518.2,BMS1P8
ENST00000565156.1,ENSG00000260518.2,BMS1P8
ENST00000634254.1,ENSG00000282924.1,AC136428.4
ENST00000567922.1,ENSG00000261580.1,ENPP7P13
ENST00000563187.1,ENSG00000260308.1,AC136428.2
ENST00000570121.2,ENSG00000270467.1,IGHV3OR16-12
ENST00000566387.2,ENSG00000261153.2,AC136428.3
ENST00000562905.2,ENSG00000271178.1,IGHV3OR16-13
ENST00000569103.2,ENSG00000259680.5,AC136428.1
ENST00000438532.4,ENSG00000270924.1,AC140658.6
ENST00000603958.1,ENSG00000271691.1,AC140658.7
ENST00000563019.1,ENSG00000260312.1,AC140658.2
ENST00000565524.3,ENSG00000270318.1,IGHV3OR16-11
ENST00000566360.1,ENSG00000260525.1,AC140658.3
ENST00000562773.1,ENSG00000260781.1,ARHGAP23P1
ENST00000567025.1,ENSG00000260781.1,ARHGAP23P1
ENST00000604106.1,ENSG00000271620.1,IGHV3OR16-7
ENST00000567603.1,ENSG00000261607.1,AC140658.4
ENST00000563644.2,ENSG00000259842.2,IGHV3OR16-16
ENST00000649056.1,ENSG00000205452.5,AC140658.1
ENST00000380145.1,ENSG00000205452.5,AC140658.1
ENST00000561642.1,ENSG00000205452.5,AC140658.1
ENST00000569527.1,ENSG00000205452.5,AC140658.1
ENST00000561990.3,ENSG00000270401.1,AC140658.5
ENST00000568600.1,ENSG00000198555.7,AC133561.1
ENST00000565437.2,ENSG00000261217.2,BCAP31P1
ENST00000568778.3,ENSG00000259990.2,AC133561.2
ENST00000635547.1,ENSG00000283065.1,AC133561.4
ENST00000566112.2,ENSG00000261197.2,AC133561.3
ENST00000574771.1,ENSG00000262561.1,AC136932.1
ENST00000566406.1,ENSG00000261440.1,DUX4L45
ENST00000565017.1,ENSG00000260087.1,PCMTD1P2
ENST00000566845.1,ENSG00000259987.1,DUX4L46
ENST00000566374.1,ENSG00000260207.1,DUX4L47
ENST00000539813.1,ENSG00000256642.1,LINC00273
ENST00000363564.1,ENSG00000200434.1,RNA5-8SP2
ENST00000624956.2,ENSG00000279800.2,BCLAF1P2
ENST00000638228.1,ENSG00000284209.1,FP325313.1
ENST00000624300.1,ENSG00000279165.1,AC135776.4
ENST00000568121.1,ENSG00000260854.1,LINC02184
ENST00000319817.3,ENSG00000179755.3,AC135776.1
ENST00000567803.1,ENSG00000261566.1,AC135776.2
ENST00000570988.1,ENSG00000262885.1,AC135776.3
ENST00000407030.4,ENSG00000216671.6,CCNYL3
ENST00000611928.2,ENSG00000278138.2,CLUHP11
ENST00000569273.1,ENSG00000261053.1,NAMPTP3
ENST00000563400.1,ENSG00000260809.1,VPS35P1
ENST00000565828.1,ENSG00000259979.1,VN1R68P
ENST00000569003.1,ENSG00000260724.1,VN1R69P
ENST00000565523.1,ENSG00000261800.1,AC023824.5
ENST00000623041.1,ENSG00000280180.1,AC023824.6
ENST00000568522.1,ENSG00000261461.1,UBE2MP1
ENST00000567977.1,ENSG00000261608.1,SLC25A1P4
ENST00000562945.2,ENSG00000260073.2,AC023824.1
ENST00000566185.1,ENSG00000260590.1,AC023824.2
ENST00000564059.1,ENSG00000261398.1,AC023824.4
ENST00000567602.1,ENSG00000261274.1,TP53TG3GP
ENST00000562572.1,ENSG00000260958.2,AC023824.3
ENST00000569557.2,ENSG00000260958.2,AC023824.3
ENST00000564013.1,ENSG00000260967.1,RARRES2P5
ENST00000564496.1,ENSG00000260984.1,FGFR3P5
ENST00000568299.2,ENSG00000259897.2,FRG2JP
ENST00000567333.1,ENSG00000261010.1,RARRES2P6
ENST00000562979.1,ENSG00000261752.1,AGGF1P8
ENST00000568807.2,ENSG00000260846.2,FRG2HP
ENST00000565168.1,ENSG00000261486.1,RARRES2P9
ENST00000561884.1,ENSG00000260427.1,AGGF1P9
ENST00000565394.1,ENSG00000260480.1,C2orf69P4
ENST00000561756.5,ENSG00000259841.6,LINC01566
ENST00000569242.1,ENSG00000259841.6,LINC01566
ENST00000567870.1,ENSG00000260291.1,FRG2GP
ENST00000568249.1,ENSG00000261689.1,AGGF1P4
ENST00000563581.1,ENSG00000260598.1,FRG2IP
ENST00000567349.1,ENSG00000260812.1,RARRES2P7
ENST00000567900.1,ENSG00000260680.1,AGGF1P5
ENST00000565542.1,ENSG00000261299.1,C2orf69P3
ENST00000622153.2,ENSG00000278681.2,AC018558.4
ENST00000562068.2,ENSG00000214581.6,ZNF971P
ENST00000568619.2,ENSG00000214581.6,ZNF971P
ENST00000569028.2,ENSG00000261711.6,FRG2DP
ENST00000564452.5,ENSG00000261711.6,FRG2DP
ENST00000566967.1,ENSG00000261711.6,FRG2DP
ENST00000564312.1,ENSG00000260153.1,RARRES2P10
ENST00000569213.1,ENSG00000259836.1,AGGF1P6
ENST00000566562.1,ENSG00000261350.1,AC018558.2
ENST00000562032.1,ENSG00000260341.1,C2orf69P2
ENST00000567902.1,ENSG00000261445.1,AC018558.3
ENST00000562591.1,ENSG00000260857.2,AC018558.1
ENST00000563487.1,ENSG00000269622.1,TP53TG3HP
ENST00000569755.2,ENSG00000269622.1,TP53TG3HP
ENST00000565840.2,ENSG00000282946.1,AC018558.5
ENST00000566335.1,ENSG00000259996.1,RARRES2P8
ENST00000562369.1,ENSG00000260994.1,AGGF1P7
ENST00000563532.1,ENSG00000261046.1,C2orf69P1
ENST00000568105.1,ENSG00000260134.1,C1QL1P1
ENST00000567585.2,ENSG00000260746.2,KIF18BP1
ENST00000566449.1,ENSG00000259791.1,AC092325.1
ENST00000565935.1,ENSG00000260522.1,AC106785.1
ENST00000516106.1,ENSG00000251915.1,RNA5SP406
ENST00000410275.1,ENSG00000222207.1,RNA5SP407
ENST00000516115.1,ENSG00000251924.1,RNA5SP408
ENST00000516815.1,ENSG00000252624.1,RNA5SP409
ENST00000562769.5,ENSG00000261122.6,LINC02167
ENST00000566900.5,ENSG00000261122.6,LINC02167
ENST00000565625.1,ENSG00000261122.6,LINC02167
ENST00000516285.1,ENSG00000252094.1,RNA5SP410
ENST00000516136.1,ENSG00000276599.1,RNA5SP411
ENST00000516234.1,ENSG00000277004.1,RNA5SP412
ENST00000516373.1,ENSG00000252182.1,RNA5SP413
ENST00000516580.1,ENSG00000274228.1,RNA5SP414
ENST00000517246.1,ENSG00000253055.1,RNA5SP415
ENST00000516838.1,ENSG00000252647.1,RNA5SP416
ENST00000516459.1,ENSG00000252268.1,RNA5SP417
ENST00000515951.1,ENSG00000251760.1,RNA5SP418
ENST00000515908.1,ENSG00000251717.1,RNA5SP419
ENST00000516997.1,ENSG00000252806.1,RNA5SP420
ENST00000516864.1,ENSG00000252673.1,RNA5SP421
ENST00000516778.1,ENSG00000252587.1,RNA5SP422
ENST00000517127.1,ENSG00000252936.1,RNA5SP423
ENST00000564385.1,ENSG00000260611.1,AC106785.2
ENST00000569492.1,ENSG00000261620.1,HMGN2P41
ENST00000564064.1,ENSG00000261515.1,VN1R70P
ENST00000564203.1,ENSG00000261782.1,AC116553.1
ENST00000624242.1,ENSG00000279666.1,AC116553.2
ENST00000561752.1,ENSG00000261084.1,PPP1R1AP2
ENST00000571006.5,ENSG00000261239.6,ANKRD26P1
ENST00000566933.5,ENSG00000261239.6,ANKRD26P1
ENST00000566201.6,ENSG00000261239.6,ANKRD26P1
ENST00000571606.1,ENSG00000261239.6,ANKRD26P1
ENST00000574898.1,ENSG00000261239.6,ANKRD26P1
ENST00000569528.4,ENSG00000261239.6,ANKRD26P1
ENST00000362578.1,ENSG00000199448.1,RNU6-845P
ENST00000565911.2,ENSG00000261356.2,AC092368.2
ENST00000568014.1,ENSG00000260251.1,AC092368.1
ENST00000303383.8,ENSG00000171241.9,SHCBP1
ENST00000567698.1,ENSG00000171241.9,SHCBP1
ENST00000563219.1,ENSG00000171241.9,SHCBP1
ENST00000569702.1,ENSG00000171241.9,SHCBP1
ENST00000566016.5,ENSG00000171241.9,SHCBP1
ENST00000565887.1,ENSG00000171241.9,SHCBP1
ENST00000564272.1,ENSG00000171241.9,SHCBP1
ENST00000562549.2,ENSG00000261512.2,AC092368.3
ENST00000574180.1,ENSG00000261512.2,AC092368.3
ENST00000561790.1,ENSG00000259856.1,RAB43P1
ENST00000566702.1,ENSG00000260909.1,AC012186.1
ENST00000299138.11,ENSG00000069329.17,VPS35
ENST00000647959.1,ENSG00000069329.17,VPS35
ENST00000568784.6,ENSG00000069329.17,VPS35
ENST00000562420.1,ENSG00000069329.17,VPS35
ENST00000568642.5,ENSG00000069329.17,VPS35
ENST00000569950.1,ENSG00000069329.17,VPS35
ENST00000565228.1,ENSG00000069329.17,VPS35
ENST00000563884.1,ENSG00000069329.17,VPS35
ENST00000568612.5,ENSG00000069329.17,VPS35
ENST00000568191.1,ENSG00000069329.17,VPS35
ENST00000640313.1,ENSG00000069329.17,VPS35
ENST00000563984.1,ENSG00000069329.17,VPS35
ENST00000569353.1,ENSG00000261131.1,AC012186.2
ENST00000623850.1,ENSG00000280376.1,AC012186.3
ENST00000563599.5,ENSG00000091651.9,ORC6
ENST00000219097.7,ENSG00000091651.9,ORC6
ENST00000569239.5,ENSG00000091651.9,ORC6
ENST00000563306.5,ENSG00000091651.9,ORC6
ENST00000568364.6,ENSG00000091651.9,ORC6
ENST00000570260.2,ENSG00000091651.9,ORC6
ENST00000566860.1,ENSG00000091651.9,ORC6
ENST00000575571.5,ENSG00000091651.9,ORC6
ENST00000567000.2,ENSG00000091651.9,ORC6
ENST00000394809.9,ENSG00000140795.13,MYLK3
ENST00000536476.5,ENSG00000140795.13,MYLK3
ENST00000565182.5,ENSG00000140795.13,MYLK3
ENST00000562104.1,ENSG00000140795.13,MYLK3
ENST00000564731.5,ENSG00000140795.13,MYLK3
ENST00000569844.1,ENSG00000140795.13,MYLK3
ENST00000569810.1,ENSG00000140795.13,MYLK3
ENST00000566331.1,ENSG00000260782.1,AC007225.1
ENST00000285697.9,ENSG00000155330.10,C16orf87
ENST00000394806.6,ENSG00000155330.10,C16orf87
ENST00000565112.1,ENSG00000155330.10,C16orf87
ENST00000564250.1,ENSG00000155330.10,C16orf87
ENST00000565489.1,ENSG00000260889.1,CKBP1
ENST00000562529.1,ENSG00000261725.1,AC007225.2
ENST00000340124.9,ENSG00000166123.14,GPT2
ENST00000562132.5,ENSG00000166123.14,GPT2
ENST00000440783.2,ENSG00000166123.14,GPT2
ENST00000562801.5,ENSG00000166123.14,GPT2
ENST00000569193.1,ENSG00000166123.14,GPT2
ENST00000317089.10,ENSG00000069345.12,DNAJA2
ENST00000563158.1,ENSG00000069345.12,DNAJA2
ENST00000569553.1,ENSG00000069345.12,DNAJA2
ENST00000617000.1,ENSG00000069345.12,DNAJA2
ENST00000562536.1,ENSG00000261173.1,AC018845.3
ENST00000564193.1,ENSG00000259821.1,AC018845.1
ENST00000568326.1,ENSG00000259983.1,AC018845.2
ENST00000562435.5,ENSG00000171208.9,NETO2
ENST00000303155.9,ENSG00000171208.9,NETO2
ENST00000562559.5,ENSG00000171208.9,NETO2
ENST00000564667.1,ENSG00000171208.9,NETO2
ENST00000563078.1,ENSG00000171208.9,NETO2
ENST00000564705.5,ENSG00000260281.5,ITFG1-AS1
ENST00000565694.1,ENSG00000260281.5,ITFG1-AS1
ENST00000492447.1,ENSG00000239840.1,RPL23AP72
ENST00000568047.5,ENSG00000129636.12,ITFG1
ENST00000320640.10,ENSG00000129636.12,ITFG1
ENST00000537184.6,ENSG00000129636.12,ITFG1
ENST00000542691.5,ENSG00000129636.12,ITFG1
ENST00000567957.1,ENSG00000129636.12,ITFG1
ENST00000544001.6,ENSG00000129636.12,ITFG1
ENST00000565262.1,ENSG00000129636.12,ITFG1
ENST00000564825.1,ENSG00000129636.12,ITFG1
ENST00000569551.6,ENSG00000129636.12,ITFG1
ENST00000563350.1,ENSG00000129636.12,ITFG1
ENST00000565940.6,ENSG00000129636.12,ITFG1
ENST00000563730.1,ENSG00000129636.12,ITFG1
ENST00000563757.1,ENSG00000260744.1,AC007494.2
ENST00000624660.1,ENSG00000279509.1,AC007494.3
ENST00000562293.1,ENSG00000260012.1,AC007494.1
ENST00000564739.1,ENSG00000261369.1,AC007533.1
ENST00000410835.1,ENSG00000222767.1,RF00019
ENST00000566037.6,ENSG00000102893.16,PHKB
ENST00000566044.5,ENSG00000102893.16,PHKB
ENST00000299167.12,ENSG00000102893.16,PHKB
ENST00000566721.1,ENSG00000102893.16,PHKB
ENST00000323584.10,ENSG00000102893.16,PHKB
ENST00000565424.2,ENSG00000102893.16,PHKB
ENST00000567402.5,ENSG00000102893.16,PHKB
ENST00000563376.5,ENSG00000102893.16,PHKB
ENST00000567200.1,ENSG00000102893.16,PHKB
ENST00000564873.1,ENSG00000102893.16,PHKB
ENST00000570047.2,ENSG00000102893.16,PHKB
ENST00000566436.1,ENSG00000102893.16,PHKB
ENST00000568439.1,ENSG00000102893.16,PHKB
ENST00000568171.1,ENSG00000102893.16,PHKB
ENST00000566275.2,ENSG00000102893.16,PHKB
ENST00000566319.2,ENSG00000102893.16,PHKB
ENST00000564711.2,ENSG00000102893.16,PHKB
ENST00000410336.1,ENSG00000222268.1,RNA5SP425
ENST00000573040.1,ENSG00000262038.1,AC007599.2
ENST00000568688.1,ENSG00000259866.1,AC007599.1
ENST00000567338.1,ENSG00000261336.1,EIF4BP5
ENST00000567995.1,ENSG00000259918.1,NDUFA5P11
ENST00000565451.5,ENSG00000261231.6,LINC02133
ENST00000569726.1,ENSG00000261231.6,LINC02133
ENST00000568348.1,ENSG00000260497.1,AC141846.1
ENST00000570024.1,ENSG00000261325.1,LINC02192
ENST00000562980.1,ENSG00000260450.1,LINC02134
ENST00000563813.1,ENSG00000261017.1,AC096996.1
ENST00000649885.1,ENSG00000140798.16,ABCC12
ENST00000311303.7,ENSG00000140798.16,ABCC12
ENST00000534418.5,ENSG00000140798.16,ABCC12
ENST00000529084.5,ENSG00000140798.16,ABCC12
ENST00000497206.6,ENSG00000140798.16,ABCC12
ENST00000532494.5,ENSG00000140798.16,ABCC12
ENST00000529504.5,ENSG00000140798.16,ABCC12
ENST00000532355.1,ENSG00000140798.16,ABCC12
ENST00000526251.1,ENSG00000140798.16,ABCC12
ENST00000533185.1,ENSG00000140798.16,ABCC12
ENST00000528693.5,ENSG00000140798.16,ABCC12
ENST00000533639.5,ENSG00000140798.16,ABCC12
ENST00000527640.1,ENSG00000140798.16,ABCC12
ENST00000563906.1,ENSG00000261538.1,AC096996.2
ENST00000565329.1,ENSG00000121270.15,ABCC11
ENST00000353782.9,ENSG00000121270.15,ABCC11
ENST00000356608.6,ENSG00000121270.15,ABCC11
ENST00000394747.5,ENSG00000121270.15,ABCC11
ENST00000394748.5,ENSG00000121270.15,ABCC11
ENST00000569172.1,ENSG00000121270.15,ABCC11
ENST00000567385.5,ENSG00000121270.15,ABCC11
ENST00000565487.1,ENSG00000121270.15,ABCC11
ENST00000569991.1,ENSG00000121270.15,ABCC11
ENST00000285737.8,ENSG00000102910.13,LONP2
ENST00000535754.5,ENSG00000102910.13,LONP2
ENST00000416006.7,ENSG00000102910.13,LONP2
ENST00000566755.5,ENSG00000102910.13,LONP2
ENST00000570174.1,ENSG00000102910.13,LONP2
ENST00000565867.2,ENSG00000102910.13,LONP2
ENST00000564259.1,ENSG00000102910.13,LONP2
ENST00000566719.1,ENSG00000102910.13,LONP2
ENST00000565185.1,ENSG00000102910.13,LONP2
ENST00000498379.1,ENSG00000240793.1,UBA52P8
ENST00000623817.1,ENSG00000280067.1,AC023818.1
ENST00000565620.5,ENSG00000196470.12,SIAH1
ENST00000568007.5,ENSG00000196470.12,SIAH1
ENST00000380006.2,ENSG00000196470.12,SIAH1
ENST00000356721.3,ENSG00000196470.12,SIAH1
ENST00000394725.3,ENSG00000196470.12,SIAH1
ENST00000563745.1,ENSG00000196470.12,SIAH1
ENST00000573005.1,ENSG00000196470.12,SIAH1
ENST00000567973.1,ENSG00000196470.12,SIAH1
ENST00000447610.2,ENSG00000275909.1,RF00017
ENST00000565812.1,ENSG00000261802.1,AC026470.4
ENST00000561492.1,ENSG00000260688.1,AC026470.2
ENST00000564020.1,ENSG00000260347.1,MOCS1P1
ENST00000262384.4,ENSG00000102921.8,AC026470.1
ENST00000565423.5,ENSG00000102921.8,AC026470.1
ENST00000569027.1,ENSG00000102921.8,AC026470.1
ENST00000564124.5,ENSG00000102921.8,AC026470.1
ENST00000565638.1,ENSG00000102921.8,AC026470.1
ENST00000564710.1,ENSG00000102921.8,AC026470.1
ENST00000563994.1,ENSG00000261267.1,AC026470.3
ENST00000478038.1,ENSG00000243609.1,RPS2P44
ENST00000564321.1,ENSG00000260033.1,AC023813.2
ENST00000565055.1,ENSG00000259912.1,AC023813.1
ENST00000568150.2,ENSG00000260086.2,AC007611.1
ENST00000564212.1,ENSG00000260086.2,AC007611.1
ENST00000565072.1,ENSG00000260086.2,AC007611.1
ENST00000561876.1,ENSG00000260052.1,AC023813.3
ENST00000607580.1,ENSG00000272545.1,AC023813.4
ENST00000566880.2,ENSG00000260726.2,KLF8P1
ENST00000410238.1,ENSG00000222170.1,RNU6-257P
ENST00000569247.1,ENSG00000260184.1,AC023827.1
ENST00000570218.1,ENSG00000260067.1,MTND4LP25
ENST00000565146.1,ENSG00000261421.1,AC044798.1
ENST00000564222.1,ENSG00000261815.1,AC044798.2
ENST00000219197.11,ENSG00000102924.12,CBLN1
ENST00000564786.1,ENSG00000102924.12,CBLN1
ENST00000536749.1,ENSG00000102924.12,CBLN1
ENST00000647093.1,ENSG00000279249.2,AC007614.1
ENST00000569877.3,ENSG00000279249.2,AC007614.1
ENST00000623424.2,ENSG00000279249.2,AC007614.1
ENST00000647485.1,ENSG00000279249.2,AC007614.1
ENST00000643467.1,ENSG00000279249.2,AC007614.1
ENST00000564048.2,ENSG00000279249.2,AC007614.1
ENST00000564875.1,ENSG00000279249.2,AC007614.1
ENST00000623729.1,ENSG00000280189.1,AC007614.2
ENST00000299191.3,ENSG00000166152.3,C16orf78
ENST00000576671.1,ENSG00000262950.1,AC007861.1
ENST00000573819.1,ENSG00000263110.1,AC007861.2
ENST00000561523.1,ENSG00000261623.1,LINC02179
ENST00000561648.5,ENSG00000102935.11,ZNF423
ENST00000563137.6,ENSG00000102935.11,ZNF423
ENST00000562871.5,ENSG00000102935.11,ZNF423
ENST00000262383.6,ENSG00000102935.11,ZNF423
ENST00000535559.5,ENSG00000102935.11,ZNF423
ENST00000567169.5,ENSG00000102935.11,ZNF423
ENST00000562520.1,ENSG00000102935.11,ZNF423
ENST00000568094.2,ENSG00000102935.11,ZNF423
ENST00000569937.2,ENSG00000260089.2,ADAM3B
ENST00000566937.1,ENSG00000260024.1,MRPS21P7
ENST00000624375.1,ENSG00000280131.1,AC027348.2
ENST00000569196.1,ENSG00000259978.1,MRPS21P8
ENST00000615979.1,ENSG00000275155.1,AC027348.1
ENST00000623281.1,ENSG00000279842.1,AC007603.2
ENST00000563124.1,ENSG00000261751.1,AC007603.1
ENST00000491411.2,ENSG00000244551.2,RPL34P29
ENST00000636915.1,ENSG00000283365.1,AC007603.3
ENST00000458059.7,ENSG00000205423.11,CNEP1R1
ENST00000427478.6,ENSG00000205423.11,CNEP1R1
ENST00000389134.9,ENSG00000205423.11,CNEP1R1
ENST00000567712.1,ENSG00000205423.11,CNEP1R1
ENST00000568890.5,ENSG00000205423.11,CNEP1R1
ENST00000569647.1,ENSG00000205423.11,CNEP1R1
ENST00000566482.5,ENSG00000205423.11,CNEP1R1
ENST00000562576.5,ENSG00000205423.11,CNEP1R1
ENST00000565457.5,ENSG00000205423.11,CNEP1R1
ENST00000565556.5,ENSG00000205423.11,CNEP1R1
ENST00000566093.1,ENSG00000205423.11,CNEP1R1
ENST00000568130.2,ENSG00000259843.2,AC007610.1
ENST00000566879.1,ENSG00000261835.1,AC007610.3
ENST00000611402.1,ENSG00000273829.1,RF00017
ENST00000564713.2,ENSG00000260298.2,ACTG1P16
ENST00000299192.8,ENSG00000155393.13,HEATR3
ENST00000561819.1,ENSG00000155393.13,HEATR3
ENST00000569324.1,ENSG00000155393.13,HEATR3
ENST00000561525.5,ENSG00000155393.13,HEATR3
ENST00000564942.1,ENSG00000155393.13,HEATR3
ENST00000623307.1,ENSG00000279356.1,AC007610.4
ENST00000365254.1,ENSG00000202124.1,RNY4P3
ENST00000566770.1,ENSG00000260381.2,AC007610.2
ENST00000565265.1,ENSG00000260031.1,RPL10P14
ENST00000516717.1,ENSG00000252526.1,RF00156
ENST00000436909.7,ENSG00000121274.12,TENT4B
ENST00000561678.5,ENSG00000121274.12,TENT4B
ENST00000562717.1,ENSG00000121274.12,TENT4B
ENST00000357464.4,ENSG00000121274.12,TENT4B
ENST00000564965.5,ENSG00000121281.12,ADCY7
ENST00000564044.5,ENSG00000121281.12,ADCY7
ENST00000394697.6,ENSG00000121281.12,ADCY7
ENST00000562623.1,ENSG00000121281.12,ADCY7
ENST00000566433.6,ENSG00000121281.12,ADCY7
ENST00000568933.1,ENSG00000121281.12,ADCY7
ENST00000563677.1,ENSG00000121281.12,ADCY7
ENST00000566761.2,ENSG00000121281.12,ADCY7
ENST00000569265.1,ENSG00000121281.12,ADCY7
ENST00000537579.5,ENSG00000121281.12,ADCY7
ENST00000254235.7,ENSG00000121281.12,ADCY7
ENST00000567277.6,ENSG00000121281.12,ADCY7
